parent_community,community,collection_name,title,handle,DataSpace URL,Existing DOI before migration,migrator,acceptor,osti priority,redescribed,pdc describe URL,notes,status
,,,,,,,,,,,,,
Migration Fixtures (do these first),,,,,,,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Theory of the tertiary instability and the Dimits shift from reduced drift-wave models,88435/dsp01z603r1322,https://dataspace.princeton.edu/handle/88435/dsp01z603r1322,https://doi.org/10.11578/1608302,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Electron inertial effects on linearly polarized electromagnetic ion cyclotron waves at Earth's magnetosphere,88435/dsp0105741v49m,https://dataspace.princeton.edu/handle/88435/dsp0105741v49m,https://doi.org/10.11578/1562102,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Verification of the global gyrokinetic stellarator code XGC-S for linear ion temperature gradient driven modes,88435/dsp015138jh70d,https://dataspace.princeton.edu/handle/88435/dsp015138jh70d,https://doi.org/10.11578/1562103,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Comment on ‘Numerical modeling of tokamak breakdown phase driven by pure Ohmic heating under ideal conditions’,88435/dsp015h73pz85r,https://dataspace.princeton.edu/handle/88435/dsp015h73pz85r,https://doi.org/10.11578/1562104,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Nonlinear saturation and oscillations of collisionless zonal flows,88435/dsp01m613n138p,https://dataspace.princeton.edu/handle/88435/dsp01m613n138p,https://doi.org/10.11578/1562105,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Gyrokinetic understanding of the edge pedestal transport driven by resonant magnetic perturbations in a realistic divertor geometry,88435/dsp01ng451m42w,https://dataspace.princeton.edu/handle/88435/dsp01ng451m42w,https://doi.org/10.11578/1661170,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Quasioptical modeling of wave beams with and without mode conversion: III. Numerical simulations of mode-converting beams,88435/dsp01m326m456h,https://dataspace.princeton.edu/handle/88435/dsp01m326m456h,https://doi.org/10.11578/1562107,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Vertical forces during VDEs in an ITER plasma and the role of halo currents,88435/dsp012r36v143d,https://dataspace.princeton.edu/handle/88435/dsp012r36v143d,https://doi.org/10.11578/1608312,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Solitary zonal structures in subcritical drift waves: a minimum model,88435/dsp01xp68kk12s,https://dataspace.princeton.edu/handle/88435/dsp01xp68kk12s,https://doi.org/10.11578/1608313,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Formation of solitary zonal structures via the modulational instability of drift waves,88435/dsp016h440w27m,https://dataspace.princeton.edu/handle/88435/dsp016h440w27m,https://doi.org/10.11578/1562106,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Deep convolutional neural networks for multi-scale time-series classification and application to disruption prediction in fusion devices,88435/dsp013b591c48v,https://dataspace.princeton.edu/handle/88435/dsp013b591c48v,https://doi.org/10.11578/1661171,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Theory of the tertiary instability and the Dimits shift within a scalar model,88435/dsp016q182p06m,https://dataspace.princeton.edu/handle/88435/dsp016q182p06m,https://doi.org/10.11578/1661169,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Intrinsic Rotation in Axisymmetric Devices,88435/dsp01rr1721090,https://dataspace.princeton.edu/handle/88435/dsp01rr1721090,https://doi.org/10.11578/1608293,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Wave-kinetic approach to zonal-flow dynamics: recent advances,88435/dsp01ws859j72v,https://dataspace.princeton.edu/handle/88435/dsp01ws859j72v,https://doi.org/10.11578/1814951,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Implementation of higher-order velocity mapping between marker particles and grid in the particle-in-cell code XGC,88435/dsp014t64gr246,https://dataspace.princeton.edu/handle/88435/dsp014t64gr246,https://doi.org/10.11578/1814952,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Hybrid simulations of sub-cyclotron compressional and global Alfven Eigenmode stability in spherical tokamaks,88435/dsp0112579w33q,https://dataspace.princeton.edu/handle/88435/dsp0112579w33q,https://doi.org/10.11578/1814953,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Topological phases and bulk-edge correspondence of magnetized cold plasmas,88435/dsp01qj72pb21d,https://dataspace.princeton.edu/handle/88435/dsp01qj72pb21d,https://doi.org/10.11578/1814934,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Gyrokinetic simulations of momentum flux parasitic to free-energy transfer,88435/dsp011g05ff76p,https://dataspace.princeton.edu/handle/88435/dsp011g05ff76p,https://doi.org/10.11578/1888279,,,,,,,
Princeton Plasma Physics Laboratory,Theory and Computation,,Effects of collisional ion orbit loss on neoclassical tokamak radial electric fields,88435/dsp01qz20sw65g,https://dataspace.princeton.edu/handle/88435/dsp01qz20sw65g,https://doi.org/10.11578/1888260,Tyler,Chun,,,87,,
Princeton Plasma Physics Laboratory,Theory and Computation,,The dispersion and propagation of topological Langmuir-cyclotron waves in cold magnetized plasmas,88435/dsp011g05ff77b,https://dataspace.princeton.edu/handle/88435/dsp011g05ff77b,https://doi.org/10.11578/1888276,,,,,,,
,,,,,,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Antialigned Rapidly Spinning Dipoles,88435/dsp016395w7223,https://dataspace.princeton.edu/handle/88435/dsp016395w7223,,,,,,,,
Astrophysical Sciences,Research Data Sets,,90 degree Inclined Pulsar,88435/dsp012b88qc316,https://dataspace.princeton.edu/handle/88435/dsp012b88qc316,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Aligned Nonspinning Dipoles,88435/dsp01k930bx153,https://dataspace.princeton.edu/handle/88435/dsp01k930bx153,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Antialigned Nonspinning Dipoles,88435/dsp01fj2362233,https://dataspace.princeton.edu/handle/88435/dsp01fj2362233,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Aligned Rapidly Spinning Dipoles,88435/dsp019w032314c,https://dataspace.princeton.edu/handle/88435/dsp019w032314c,,,,,,,,
Astrophysical Sciences,Research Data Sets,,60 degree Inclined Pulsar,88435/dsp01st74cq59f,https://dataspace.princeton.edu/handle/88435/dsp01st74cq59f,,,,,,,,
Astrophysical Sciences,Research Data Sets,,"Movies for article ""Relativistic Reconnection: an Efficient Source of Nonthermal Particles""",88435/dsp01jq085k10v,https://dataspace.princeton.edu/handle/88435/dsp01jq085k10v,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Dynamical Magnetic Fields of Antialigned Nonspinning Dipoles,88435/dsp01xk81jk512,https://dataspace.princeton.edu/handle/88435/dsp01xk81jk512,,,,,,,,
Astrophysical Sciences,Research Data Sets,,An extended MHD study of the 16 October 2015 MMS diffusion region crossing,88435/dsp011j92gb30r,https://dataspace.princeton.edu/handle/88435/dsp011j92gb30r,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Graphite: Dielectric Tensor and Cross Sections for Spheres and Spheroids,88435/dsp01nc580q118,https://dataspace.princeton.edu/handle/88435/dsp01nc580q118,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Fermi-LAT Example Data and Template,88435/dsp0179408065m,https://dataspace.princeton.edu/handle/88435/dsp0179408065m,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Light Curves from a Search for Variable Stars in the Globular Cluster M4 with K2,88435/dsp01h415pd368,https://dataspace.princeton.edu/handle/88435/dsp01h415pd368,,,,,,,,
Astrophysical Sciences,Research Data Sets,,Dust and Starlight Maps for Galaxies in the KINGFISH Sample,88435/dsp01hx11xj13h,https://dataspace.princeton.edu/handle/88435/dsp01hx11xj13h,,,,,,,,
Astrophysical Sciences,Research Data Sets,,The Molino Suite of Galaxy Mock Catalogs,88435/dsp012v23vx458,https://dataspace.princeton.edu/handle/88435/dsp012v23vx458,,,,,,,,
Astrophysical Sciences,Research Data Sets,,"The Dielectric Function of ""Astrodust"", and Absorption and Scattering Cross Sections for Spheroids",88435/dsp01qb98mj541,https://dataspace.princeton.edu/handle/88435/dsp01qb98mj541,,,,,,,,
Astrophysical Sciences,Research Data Sets,,TIGRESS simulation data,88435/dsp01s7526g63n,https://dataspace.princeton.edu/handle/88435/dsp01s7526g63n,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data from ""Signatures of a liquid-liquid transition in an ab initio deep neural network model for water""",88435/dsp01b5644v47m,https://dataspace.princeton.edu/handle/88435/dsp01b5644v47m,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data from ""Manifestations of metastable criticality in glassy water-like models detected by large-scale structural properties""",88435/dsp0137720g78x,https://dataspace.princeton.edu/handle/88435/dsp0137720g78x,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data from ""Vapor-liquid equilibrium of water with the MB-pol many-body potential""",88435/dsp01br86b664p,https://dataspace.princeton.edu/handle/88435/dsp01br86b664p,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data corresponding to our paper on ""Chemotactic smoothing of collective migration""",88435/dsp01wh246w219,https://dataspace.princeton.edu/handle/88435/dsp01wh246w219,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,Chiral Tetramer Molecular Model,88435/dsp01z890rx36m,https://dataspace.princeton.edu/handle/88435/dsp01z890rx36m,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data from ""Transferability of data-driven, many-body models for CO2 simulations in the vapor and liquid phases""",88435/dsp019g54xm81w,https://dataspace.princeton.edu/handle/88435/dsp019g54xm81w,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,Data for Coarse-grained Intrinsically Disordered Proteins,88435/dsp01765374506,https://dataspace.princeton.edu/handle/88435/dsp01765374506,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,Molecular Dynamics Trajectories and Analysis Code Demonstrating  Liquid-Liquid Criticality in the WAIL Water Model,88435/dsp015712m969w,https://dataspace.princeton.edu/handle/88435/dsp015712m969w,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data on Enzyme Activity Retention in glucose oxidase, lipase, and horseradish peroxidase",88435/dsp01s1784p89m,https://dataspace.princeton.edu/handle/88435/dsp01s1784p89m,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data from ""Liquid-liquid transition in water from first principles""",88435/dsp01qz20sw67s,https://dataspace.princeton.edu/handle/88435/dsp01qz20sw67s,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,Genetic Algorithm Crystal Optimization in a Chiral Tetramer Model System,88435/dsp01rv042x26t,https://dataspace.princeton.edu/handle/88435/dsp01rv042x26t,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Files for: ""A Deep Potential model for liquid-vapor equilibrium and cavitation rates of water""",88435/dsp01j098zf33b,https://dataspace.princeton.edu/handle/88435/dsp01j098zf33b,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,Grand Canonical Monte Carlo Codes and Data for Lattice Chain Phase and Aggregation Behavior,88435/dsp01c247dw32c,https://dataspace.princeton.edu/handle/88435/dsp01c247dw32c,,,,,,,,
Chemical and Biological Engineering,Research Data Sets,,"Data for ""First-principles-based Machine Learning Models for Phase Behavior and Transport Properties of CO2""",88435/dsp01dj52w794k,https://dataspace.princeton.edu/handle/88435/dsp01dj52w794k,,,,,,,,
Chemistry,Research Data Sets,,Deep Potential training data for subcritical and supercritical water,88435/dsp01wh246w11p,https://dataspace.princeton.edu/handle/88435/dsp01wh246w11p,,,,,,,,
Chemistry,Research Data Sets,,Deep Potential training data for crystalline and disordered TiO2 phases,88435/dsp01st74ct51z,https://dataspace.princeton.edu/handle/88435/dsp01st74ct51z,,,,,,,,
Chemistry,Research Data Sets,,"Data from ""Homogeneous ice nucleation in an ab initio machine learning model""",88435/dsp01x633f4197,https://dataspace.princeton.edu/handle/88435/dsp01x633f4197,,,,,,,,
Chemistry,Research Data Sets,,"Data from ""Melting curves of ice polymorphs in the vicinity of the liquid-liquid critical point""",88435/dsp01gt54kr255,https://dataspace.princeton.edu/handle/88435/dsp01gt54kr255,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Complete Dataset for Williams Site Pore Water Chemistry, March 2011 - April 2012",88435/dsp01zc77sq232,https://dataspace.princeton.edu/handle/88435/dsp01zc77sq232,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Basin-Scale Leakage Risks from Geologic Carbon Sequestration: Impact on Carbon Capture and Storage Energy Market Competitiveness,88435/dsp01v979v322v,https://dataspace.princeton.edu/handle/88435/dsp01v979v322v,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Baltimore MD HydroNEXRAD (KLW) radar rainfall data set,88435/dsp01q524jr55d,https://dataspace.princeton.edu/handle/88435/dsp01q524jr55d,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Calibrated VIC Model Parameters over CONUS,88435/dsp019880vt84z,https://dataspace.princeton.edu/handle/88435/dsp019880vt84z,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Hurricane Sandy’s flood frequency increasing from year 1800 to 2100,88435/dsp01fn107142z,https://dataspace.princeton.edu/handle/88435/dsp01fn107142z,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Collapse of reacted fracture surface decreases permeability and frictional strength,88435/dsp013f4628214,https://dataspace.princeton.edu/handle/88435/dsp013f4628214,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Methane emissions from oil and gas platforms in the North Sea.,88435/dsp015999n6220,https://dataspace.princeton.edu/handle/88435/dsp015999n6220,,PRDS,PRDS,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Fracture aperture maps used to study reactive transport, channelization, and permeability evolution in carbonate rocks.",88435/dsp01sb397b922,https://dataspace.princeton.edu/handle/88435/dsp01sb397b922,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Methane Emissions from Natural Gas Vehicles in China,88435/dsp01tx31qm61v,https://dataspace.princeton.edu/handle/88435/dsp01tx31qm61v,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,Marcellus Shale Unconventional Natural Gas Well Pad Emissions,88435/dsp01wh246v90d,https://dataspace.princeton.edu/handle/88435/dsp01wh246v90d,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,2-km resolution oversampled NH3 data,88435/dsp018s45qc83f,https://dataspace.princeton.edu/handle/88435/dsp018s45qc83f,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Data for ""Ammonia Dry Deposition in an Alpine Ecosystem Traced to Agricultural Emission Hotpots""",88435/dsp01zp38wg69n,https://dataspace.princeton.edu/handle/88435/dsp01zp38wg69n,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Data for ""A New Open-path Eddy Covariance Method for N2O and Other Trace Gases that Minimizes Temperature Corrections""",88435/dsp01dn39x467g,https://dataspace.princeton.edu/handle/88435/dsp01dn39x467g,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Supplement to PhD Dissertation: ""Subsurface Computational Modeling and Policy Analysis of Large-Scale Carbon Capture, Utilization, and Storage (2022)""",88435/dsp01n870zt98h,https://dataspace.princeton.edu/handle/88435/dsp01n870zt98h,,,,,,,,
Civil and Environmental Engineering,CEE Research Data Sets,,"Data for ""Spatial heterogeneity of ammonia fluxes in a deciduous forest and adjacent grassland""",88435/dsp01b2773z901,https://dataspace.princeton.edu/handle/88435/dsp01b2773z901,,,,,,,,
Computational Social Science,Research Data Sets,,"Estimated The New York Times paragraph- and article-level sentiment on China topics, and aggregated survey attitude toward China",88435/dsp011544bs176,https://dataspace.princeton.edu/handle/88435/dsp011544bs176,,,,,,,,
Department of Geosciences,Research Data Sets,,Dataset for JGR Article (DOI: 10.1002/2014JD022278),88435/dsp01st74cs697,https://dataspace.princeton.edu/handle/88435/dsp01st74cs697,,,,,,,,
Department of Geosciences,Research Data Sets,,Fossil corals as an archive of secular variations in seawater chemistry since the Mesozoic,88435/dsp013f462780m,https://dataspace.princeton.edu/handle/88435/dsp013f462780m,,,,,,,,
Department of Geosciences,Research Data Sets,,Sound velocities in shock-synthesized stishovite to 72 GPa,88435/dsp01mw22v8352,https://dataspace.princeton.edu/handle/88435/dsp01mw22v8352,,,,,,,,
Department of Geosciences,Research Data Sets,,"Supplementary Model Output to ""Climate, soil organic layer, and nitrogen jointly drive forest development after fire in the North American boreal zone""",88435/dsp01cf95jd86d,https://dataspace.princeton.edu/handle/88435/dsp01cf95jd86d,,,,,,,,
,,,,,,,,,,,,,
Department of Geosciences,Research Data Sets,,Data for Nature Climate Change article 'Regional dry-season climate changes due to three decades of Amazonian deforestation',88435/dsp017s75df850,https://dataspace.princeton.edu/handle/88435/dsp017s75df850,,,,,,,,
Department of Geosciences,Research Data Sets,,Regional hydroclimatic variability due to contemporary deforestation in southern Amazonia and associated boundary layer characteristics,88435/dsp010v8383240,https://dataspace.princeton.edu/handle/88435/dsp010v8383240,,,,,,,,
Department of Geosciences,Research Data Sets,,Climate Impacts from Large Volcanic Eruptions in a High-resolution Climate Model: the Importance of Forcing Structure,88435/dsp01qf85nf101,https://dataspace.princeton.edu/handle/88435/dsp01qf85nf101,,,,,,,,
Department of Geosciences,Research Data Sets,,Data for: 'Facies control on carbonate δ13C on the Great Bahama Bank',88435/dsp01v405sd44w,https://dataspace.princeton.edu/handle/88435/dsp01v405sd44w,,,,,,,,
Department of Geosciences,Research Data Sets,,Data for: 'How is sea level change encoded in carbonate stratigraphy?',88435/dsp01xw42nb960,https://dataspace.princeton.edu/handle/88435/dsp01xw42nb960,,,,,,,,
Department of Geosciences,Research Data Sets,,Data for: Three-Dimensional Morphometry of Ooids in Oolites: a new tool for more accurate and precise paleoenvironmental interpretation,88435/dsp01s7526g48p,https://dataspace.princeton.edu/handle/88435/dsp01s7526g48p,,,,,,,,
Department of Geosciences,Research Data Sets,,North Atlantic Hurricane and Major Hurricane Frequency Undersampling Estimate for 1851-2019,88435/dsp01f7623g669,https://dataspace.princeton.edu/handle/88435/dsp01f7623g669,,,,,,,,
Department of Geosciences,Research Data Sets,,"Experimental data for paper ""hydraulic transmissivity inferred from ice-sheet relaxation following Greenland supraglacial lake drainages""",88435/dsp019g54xm73k,https://dataspace.princeton.edu/handle/88435/dsp019g54xm73k,,,,,,,,
Department of Geosciences,Research Data Sets,,Why is El Nino warm?,88435/dsp01rr172128k,https://dataspace.princeton.edu/handle/88435/dsp01rr172128k,,,,,,,,
Department of Geosciences,Research Data Sets,,Data for “Global adjoint tomography—model GLAD-M25”,88435/dsp01sf268825c,https://dataspace.princeton.edu/handle/88435/dsp01sf268825c,,,,,,,,
Department of Geosciences,Research Data Sets,,Single-crystal X-ray diffraction of fluorapatite to 61 GPa: Structural Data,88435/dsp01mp48sg938,https://dataspace.princeton.edu/handle/88435/dsp01mp48sg938,,,,,,,,
Department of Geosciences,Research Data Sets,,"Data for: ""Structure and Density of Silicon Carbide to 1.5 TPa and Implications for Extrasolar Planets""",88435/dsp01w3763993d,https://dataspace.princeton.edu/handle/88435/dsp01w3763993d,,,,,,,,
Department of Geosciences,Research Data Sets,,"Data for: ""The origin of non-skeletal carbonate mud and implications for global climate""",88435/dsp01xd07gw85q,https://dataspace.princeton.edu/handle/88435/dsp01xd07gw85q,,,,,,,,
Department of Geosciences,Research Data Sets,,Three dimensional archaeocyathide and coral imagery for morphologic analysis,88435/dsp01st74ct67h,https://dataspace.princeton.edu/handle/88435/dsp01st74ct67h,,,,,,,,
Department of Geosciences,Research Data Sets,,Shock Compression of Fluorapatite to 120 GPa: Wave Profile Data,88435/dsp019s161938w,https://dataspace.princeton.edu/handle/88435/dsp019s161938w,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Members,88435/dsp0105741v63x,https://dataspace.princeton.edu/handle/88435/dsp0105741v63x,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Books,88435/dsp016w924f76z,https://dataspace.princeton.edu/handle/88435/dsp016w924f76z,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Events,88435/dsp013484zk85z,https://dataspace.princeton.edu/handle/88435/dsp013484zk85z,,,,,,,,
Digital Humanities,Research Data Sets,,"Shakespeare and Company Project Dataset: Lending Library Members, Books, Events",88435/dsp01zc77st047,https://dataspace.princeton.edu/handle/88435/dsp01zc77st047,,,,,,,,
Digital Humanities,Research Data Sets,,"Shakespeare and Company Project Dataset: Lending Library Members, Books, Events",88435/dsp01fx719q532,https://dataspace.princeton.edu/handle/88435/dsp01fx719q532,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Members,88435/dsp01b5644v608,https://dataspace.princeton.edu/handle/88435/dsp01b5644v608,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Books,88435/dsp016d570067j,https://dataspace.princeton.edu/handle/88435/dsp016d570067j,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Events,88435/dsp012n49t475g,https://dataspace.princeton.edu/handle/88435/dsp012n49t475g,,,,,,,,
Digital Humanities,Research Data Sets,,Derrida's Margins datasets,88435/dsp01v405sd526,https://dataspace.princeton.edu/handle/88435/dsp01v405sd526,,,,,,,,
Digital Humanities,Research Data Sets,,Derrida's Margins datasets,88435/dsp01gf06g579z,https://dataspace.princeton.edu/handle/88435/dsp01gf06g579z,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Books,88435/dsp01jm214s28p,https://dataspace.princeton.edu/handle/88435/dsp01jm214s28p,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Members,88435/dsp01dv13zx35z,https://dataspace.princeton.edu/handle/88435/dsp01dv13zx35z,,,,,,,,
Digital Humanities,Research Data Sets,,Shakespeare and Company Project Dataset: Lending Library Events,88435/dsp019306t2441,https://dataspace.princeton.edu/handle/88435/dsp019306t2441,,,,,,,,
Digital Humanities,Research Data Sets,,"Shakespeare and Company Project Dataset: Lending Library Members, Books, Events",88435/dsp015d86p336b,https://dataspace.princeton.edu/handle/88435/dsp015d86p336b,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Geophysical Fluid Dynamics Laboratory,Research Data Sets,,Supporting GFDL data for Southern Ocean Freshwater release model experiments Initiative (SOFIA)”,88435/dsp01000003268,https://dataspace.princeton.edu/handle/88435/dsp01000003268,,,,,,,,
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,A dual-mechanism antibiotic kills Gram-negative bacteria and avoids drug resistance,88435/dsp01cr56n3903,https://dataspace.princeton.edu/handle/88435/dsp01cr56n3903,,,,,,,,
,,,,,,,,,,,,,
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,CrvA and CrvB form a curvature-inducing module sufficient to induce cell shape complexity in Gram-negative bacteria,88435/dsp018g84mq34k,https://dataspace.princeton.edu/handle/88435/dsp018g84mq34k,,,,,,,,
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,"Code and data from ""Comparative genomic analysis reveals varying levels of mammalian adaptation to coronavirus infections""",88435/dsp011v53k110h,https://dataspace.princeton.edu/handle/88435/dsp011v53k110h,,,,,,,,
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,Data and code for “Structured foraging of soil predators unveils functional responses to bacterial defenses”,88435/dsp018c97kt64b,https://dataspace.princeton.edu/handle/88435/dsp018c97kt64b,,,,,,,,
Lewis-Sigler Institute for Integrative Genomics,Research Data Sets,,"Data set for ""NAPS: Integrating pose estimation and tag-based tracking""",88435/dsp01jd473068h,https://dataspace.princeton.edu/handle/88435/dsp01jd473068h,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Speech can produce jet-like transport relevant to asymptomatic spreading of virus: dataset of experiments and simulations,88435/dsp016d5700568,https://dataspace.princeton.edu/handle/88435/dsp016d5700568,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Regulation of Harvester Ant Foraging as a Closed-Loop Excitable System,88435/dsp01qv33s040d,https://dataspace.princeton.edu/handle/88435/dsp01qv33s040d,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Instability of shear flows in spatially periodic domains,88435/dsp01zw12z8154,https://dataspace.princeton.edu/handle/88435/dsp01zw12z8154,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Fluorescence Reconstruction Microscopy Data: Keratinocyte (10x) Phase to Nuclei (DAPI),88435/dsp019w032593v,https://dataspace.princeton.edu/handle/88435/dsp019w032593v,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Fluid-driven Cracks in an Elastic Matrix in the Toughness-Dominated Limit,88435/dsp01pv63g266t,https://dataspace.princeton.edu/handle/88435/dsp01pv63g266t,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Fluorescence Reconstruction Microscopy: Complete Testing Dataset,88435/dsp013r074x85b,https://dataspace.princeton.edu/handle/88435/dsp013r074x85b,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Fluorescence Reconstruction Microscopy Data: MDCK (20x) DIC to Nuclei (DAPI) and E-Cadherin (RFP),88435/dsp019880vt87x,https://dataspace.princeton.edu/handle/88435/dsp019880vt87x,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Bubble pinch-off in turbulence,88435/dsp014f16c5691,https://dataspace.princeton.edu/handle/88435/dsp014f16c5691,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,"Main text data for the article ""CO2-leakage-driven diffusiophoresis causes spontaneous accumulation of charged materials in channel flow.""",88435/dsp01ft848t62x,https://dataspace.princeton.edu/handle/88435/dsp01ft848t62x,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,"Data set for ""Statistics of jet drop production""",88435/dsp018623j1807,https://dataspace.princeton.edu/handle/88435/dsp018623j1807,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Static measurements of a NACA 0021 airfoil at high Reynolds numbers,88435/dsp01hx11xj352,https://dataspace.princeton.edu/handle/88435/dsp01hx11xj352,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Shear-induced migration of confined flexible fibers: dataset of experiments and processing,88435/dsp01kp78gk519,https://dataspace.princeton.edu/handle/88435/dsp01kp78gk519,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,"Data set for ""Role of contamination in optimal droplet production by collective bubble bursting""",88435/dsp01kd17cw99n,https://dataspace.princeton.edu/handle/88435/dsp01kd17cw99n,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Data set for Speed and Acceleration of Droplets Generated by Breaking Wind Waves,88435/dsp01d504rp486,https://dataspace.princeton.edu/handle/88435/dsp01d504rp486,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,"Data set for ""Three-dimensional measurements of air entrainment and enhanced bubble transport during wave breaking""",88435/dsp01js956j98q,https://dataspace.princeton.edu/handle/88435/dsp01js956j98q,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,High Reynolds Number Wind Turbine Wake Data,88435/dsp012514np655,https://dataspace.princeton.edu/handle/88435/dsp012514np655,,,,,,,,
Mechanical and Aerospace Engineering,MAE Research Data Sets,,Princeton Dynamic Stall Database: Upward ramp-type pitching motions,88435/dsp01jd473062k,https://dataspace.princeton.edu/handle/88435/dsp01jd473062k,,,,,,,,
